animal_type,primary_color,sex,intake_condition,intake_type,has_name,days_to_adoption,age_at_intake_days,intake_is_weekend,intake_month_sin,intake_month_cos,intake_dayofweek_sin,intake_dayofweek_cos
DOG,BROWN/TAN,NEUTERED,NORMAL,STRAY,1,7,2556.0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
RABBIT,WHITE/PINK,SPAYED,NORMAL,STRAY,1,13,366.0,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146
RABBIT,WHITE/PINK,NEUTERED,NORMAL,STRAY,1,20,715.0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
CAT,GRAY/BLUE/SILVER,SPAYED,NORMAL,STRAY,1,49,365.0,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
CAT,BLACK,SPAYED,NORMAL,STRAY,1,28,272.0,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
RABBIT,WHITE/PINK,SPAYED,NORMAL,STRAY,1,38,801.0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
DOG,BROWN/TAN,SPAYED,NORMAL,STRAY,1,7,1461.0,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
CAT,MULTI-COLORED,FEMALE,NORMAL,STRAY,0,6,730.0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
CAT,GRAY/BLUE/SILVER,SPAYED,UNDER AGE/WEIGHT,STRAY,1,51,45.0,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
RABBIT,BROWN/TAN,NEUTERED,NORMAL,STRAY,1,10,731.0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
DOG,WHITE/PINK,SPAYED,NORMAL,STRAY,1,48,2922.0,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
DOG,BLACK,NEUTERED,NORMAL,STRAY,1,47,363.0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
DOG,BROWN/TAN,SPAYED,NORMAL,STRAY,1,14,91.0,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
RABBIT,GRAY/BLUE/SILVER,NEUTERED,NORMAL,STRAY,1,71,730.0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
RABBIT,BLACK,SPAYED,NORMAL,STRAY,1,29,365.0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
CAT,POINT,NEUTERED,NORMAL,STRAY,1,11,1826.0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
CAT,POINT,NEUTERED,NORMAL,STRAY,1,12,60.0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
GUINEA PIG,BLACK,MALE,NORMAL,OWNER SURRENDER,1,10,364.0,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
CAT,TABBY,SPAYED,ILL/INJURED MODERATE,STRAY,1,26,61.0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
CAT,LIGHT/WARM,NEUTERED,NORMAL,STRAY,1,7,61.0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
CAT,GRAY/BLUE/SILVER,NEUTERED,NORMAL,STRAY,1,68,61.0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
CAT,TORTIE,SPAYED,NORMAL,STRAY,1,71,61.0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
CAT,GRAY/BLUE/SILVER,SPAYED,UNDER AGE/WEIGHT,STRAY,1,139,23.0,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
CAT,BLACK,SPAYED,NORMAL,RETURN,1,1,138.0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
CAT,GRAY/BLUE/SILVER,NEUTERED,NORMAL,STRAY,1,50,1826.0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
CAT,BLACK,NEUTERED,NORMAL,STRAY,1,13,90.0,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146
CAT,TABBY,NEUTERED,NORMAL,STRAY,1,11,105.0,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146
DOG,BLACK,NEUTERED,NORMAL,OWNER SURRENDER,1,1,794.0,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
CAT,TABBY,SPAYED,OTHER,STRAY,1,12,181.0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
CAT,TABBY,NEUTERED,OTHER,STRAY,1,12,181.0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
DOG,BROWN/TAN,FEMALE,NORMAL,STRAY,1,16,3651.0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
CAT,BLACK,FEMALE,NORMAL,STRAY,1,9,56.0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
CAT,TABBY,NEUTERED,ILL/INJURED MODERATE,STRAY,1,23,31.0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
CAT,GRAY/BLUE/SILVER,SPAYED,UNDER AGE/WEIGHT,STRAY,1,2,45.0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
DOG,BLACK,SPAYED,NORMAL,STRAY,1,84,731.0,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419
CAT,GRAY/BLUE/SILVER,NEUTERED,NORMAL,STRAY,1,16,731.0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
CAT,LIGHT/WARM,MALE,NORMAL,STRAY,1,36,61.0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
CAT,TABBY,SPAYED,NORMAL,STRAY,1,68,92.0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
CAT,BLACK,NEUTERED,NORMAL,STRAY,1,33,92.0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
CAT,TABBY,NEUTERED,NORMAL,STRAY,1,7,123.0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
CAT,TABBY,NEUTERED,UNDER AGE/WEIGHT,STRAY,1,62,10.0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
CAT,TABBY,SPAYED,NORMAL,STRAY,1,15,350.0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
CAT,TABBY,SPAYED,NORMAL,STRAY,1,15,,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
CAT,GRAY/BLUE/SILVER,SPAYED,NORMAL,STRAY,1,94,3645.0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
CAT,TABBY,SPAYED,UNDER AGE/WEIGHT,STRAY,1,70,34.0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
CAT,POINT,NEUTERED,NORMAL,STRAY,1,7,1827.0,0,0.8660254037844386,0.5000000000000001,0.0,1.0
CAT,TABBY,SPAYED,UNDER AGE/WEIGHT,STRAY,1,13,42.0,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
RABBIT,BLACK,NEUTERED,NORMAL,STRAY,1,7,418.0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
DOG,BLACK,NEUTERED,NORMAL,STRAY,1,46,1461.0,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
CAT,WHITE/PINK,NEUTERED,FERAL/FRACTIOUS,STRAY,1,179,61.0,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
DOG,BROWN/TAN,SPAYED,ILL/INJURED MILD,STRAY,1,10,121.0,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
DOG,BROWN/TAN,SPAYED,NORMAL,STRAY,1,23,730.0,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
DOG,BLACK,SPAYED,NORMAL,STRAY,1,66,898.0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
RABBIT,BROWN/TAN,SPAYED,ILL/INJURED MILD,STRAY,1,90,365.0,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
DOG,BROWN/TAN,MALE,NORMAL,STRAY,1,5,730.0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
RABBIT,WHITE/PINK,SPAYED,NORMAL,OWNER SURRENDER,1,7,366.0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
CAT,TABBY,SPAYED,UNDER AGE/WEIGHT,STRAY,1,73,2.0,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146
DOG,BLACK,SPAYED,NORMAL,STRAY,1,74,731.0,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434
DOG,GRAY/BLUE/SILVER,NEUTERED,NORMAL,RETURN,1,33,1512.0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
DOG,BROWN/TAN,NEUTERED,NORMAL,RETURN,1,18,462.0,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
DOG,WHITE/PINK,NEUTERED,OTHER,STRAY,1,52,1825.0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
DOG,BLACK,SPAYED,NORMAL,STRAY,1,7,302.0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
DOG,BROWN/TAN,SPAYED,OTHER,STRAY,1,26,2191.0,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146
DOG,MULTI-COLORED,SPAYED,NORMAL,STRAY,1,5,1090.0,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
OTHER,GRAY/BLUE/SILVER,MALE,NORMAL,STRAY,1,81,366.0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
CAT,TABBY,SPAYED,NORMAL,STRAY,1,15,242.0,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
CAT,TABBY,NEUTERED,UNDER AGE/WEIGHT,STRAY,1,33,36.0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
CAT,CALICO,SPAYED,NORMAL,STRAY,1,7,153.0,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
CAT,LIGHT/WARM,NEUTERED,NORMAL,STRAY,1,7,84.0,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
CAT,BLACK,NEUTERED,UNDER AGE/WEIGHT,STRAY,1,92,0.0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
CAT,GRAY/BLUE/SILVER,FEMALE,UNDER AGE/WEIGHT,STRAY,1,68,0.0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
CAT,TABBY,NEUTERED,UNDER AGE/WEIGHT,STRAY,1,254,0.0,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
RABBIT,BLACK,MALE,NORMAL,STRAY,1,1,412.0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
CAT,BLACK,NEUTERED,UNDER AGE/WEIGHT,STRAY,1,100,0.0,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
CAT,TABBY,FEMALE,UNDER AGE/WEIGHT,STRAY,1,50,0.0,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434
CAT,TABBY,NEUTERED,NORMAL,OWNER SURRENDER,1,56,3447.0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
RABBIT,BROWN/TAN,NEUTERED,NORMAL,RETURN,1,8,453.0,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
CAT,TABBY,NEUTERED,UNDER AGE/WEIGHT,STRAY,0,4,37.0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
DOG,WHITE/PINK,NEUTERED,NORMAL,STRAY,1,44,0.0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
DOG,WHITE/PINK,SPAYED,NORMAL,STRAY,0,44,0.0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
RABBIT,BROWN/TAN,UNKNOWN,NORMAL,STRAY,0,0,,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
DOG,WHITE/PINK,SPAYED,NORMAL,RETURN,1,58,1123.0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
DOG,BLACK,NEUTERED,ILL/INJURED MILD,STRAY,1,23,729.0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
DOG,WHITE/PINK,NEUTERED,ILL/INJURED MILD,STRAY,1,7,3652.0,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
CAT,TABBY,MALE,NORMAL,STRAY,0,23,28.0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
CAT,WHITE/PINK,MALE,NORMAL,STRAY,0,23,28.0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
CAT,CALICO,SPAYED,ILL/INJURED MILD,STRAY,1,52,28.0,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
DOG,BROWN/TAN,SPAYED,NORMAL,STRAY,1,30,1826.0,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
RABBIT,WHITE/PINK,NEUTERED,NORMAL,STRAY,1,24,,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
DOG,MULTI-COLORED,NEUTERED,ILL/INJURED MODERATE,STRAY,1,65,,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
DOG,BLACK,NEUTERED,ILL/INJURED MODERATE,STRAY,1,60,0.0,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
DOG,BROWN/TAN,SPAYED,ILL/INJURED MODERATE,STRAY,1,60,0.0,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
DOG,BLACK,SPAYED,ILL/INJURED MILD,RETURN,1,2,143.0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
CAT,TABBY,NEUTERED,NORMAL,RETURN,1,4,170.0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
DOG,MULTI-COLORED,NEUTERED,NORMAL,STRAY,1,420,0.0,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
DOG,WHITE/PINK,NEUTERED,NORMAL,RETURN,1,210,1352.0,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419
DOG,BLACK,NEUTERED,NORMAL,RETURN,1,68,792.0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
DOG,GRAY/BLUE/SILVER,NEUTERED,NORMAL,RETURN,1,0,1208.0,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
CAT,BLACK,SPAYED,NORMAL,RETURN,1,120,133.0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
BIRD,BLACK,UNKNOWN,NORMAL,STRAY,1,2,30.0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
BIRD,BLACK,UNKNOWN,NORMAL,STRAY,1,2,30.0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
CAT,TABBY,NEUTERED,NORMAL,STRAY,1,0,183.0,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
CAT,WHITE/PINK,SPAYED,ILL/INJURED MODERATE,STRAY,1,92,2917.0,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
CAT,GRAY/BLUE/SILVER,SPAYED,NORMAL,OWNER SURRENDER,1,21,3287.0,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
CAT,POINT,SPAYED,NORMAL,OWNER SURRENDER,1,10,,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
CAT,BLACK,NEUTERED,NORMAL,OWNER SURRENDER,1,135,357.0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
CAT,BLACK,NEUTERED,NORMAL,OWNER SURRENDER,1,5,,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
CAT,BLACK,NEUTERED,NORMAL,STRAY,1,52,2921.0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
DOG,BROWN/TAN,SPAYED,NORMAL,STRAY,1,8,1096.0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
DOG,GRAY/BLUE/SILVER,SPAYED,NORMAL,STRAY,1,219,1826.0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
CAT,TORTIE,SPAYED,UNDER AGE/WEIGHT,STRAY,1,3,31.0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
CAT,GRAY/BLUE/SILVER,NEUTERED,NORMAL,STRAY,1,21,31.0,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
DOG,BLACK,MALE,NORMAL,STRAY,1,23,730.0,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
CAT,CALICO,SPAYED,NORMAL,STRAY,1,3,365.0,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
CAT,BLACK,NEUTERED,UNDER AGE/WEIGHT,STRAY,1,84,21.0,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
CAT,TABBY,MALE,UNDER AGE/WEIGHT,STRAY,1,95,21.0,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
CAT,TABBY,MALE,UNDER AGE/WEIGHT,STRAY,1,95,21.0,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
DOG,BLACK,NEUTERED,NORMAL,RETURN,1,117,369.0,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
DOG,BLACK,NEUTERED,NORMAL,STRAY,1,90,303.0,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
DOG,BROWN/TAN,SPAYED,NORMAL,RETURN,1,66,4035.0,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
CAT,TORTIE,SPAYED,NORMAL,STRAY,1,114,730.0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336
DOG,WHITE/PINK,SPAYED,NORMAL,STRAY,1,6,730.0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
CAT,TABBY,NEUTERED,UNDER AGE/WEIGHT,STRAY,1,39,14.0,1,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334
CAT,WHITE/PINK,SPAYED,UNDER AGE/WEIGHT,STRAY,1,39,14.0,1,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334
DOG,WHITE/PINK,NEUTERED,NORMAL,STRAY,1,9,1827.0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
CAT,POINT,SPAYED,NORMAL,STRAY,1,3,153.0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
DOG,BROWN/TAN,NEUTERED,NORMAL,STRAY,1,7,182.0,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434
CAT,BLACK,NEUTERED,NORMAL,STRAY,1,28,61.0,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
RABBIT,WHITE/PINK,SPAYED,NORMAL,STRAY,1,81,731.0,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
CAT,TABBY,SPAYED,NORMAL,STRAY,1,95,46.0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
CAT,BLACK,MALE,NORMAL,STRAY,1,81,46.0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
DOG,WHITE/PINK,NEUTERED,NORMAL,OWNER SURRENDER,1,84,2997.0,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
CAT,BLACK,NEUTERED,UNDER AGE/WEIGHT,STRAY,1,104,2.0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
CAT,CALICO,FEMALE,UNDER AGE/WEIGHT,RETURN,1,21,36.0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
RABBIT,BROWN/TAN,SPAYED,NORMAL,STRAY,1,55,365.0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
DOG,WHITE/PINK,SPAYED,NORMAL,STRAY,1,6,2557.0,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
DOG,MULTI-COLORED,NEUTERED,NORMAL,STRAY,1,15,184.0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
CAT,TABBY,SPAYED,UNDER AGE/WEIGHT,STRAY,1,54,38.0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
CAT,BLACK,SPAYED,UNDER AGE/WEIGHT,STRAY,1,13,31.0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
CAT,TABBY,SPAYED,UNDER AGE/WEIGHT,STRAY,1,134,20.0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
DOG,BROWN/TAN,NEUTERED,NORMAL,RETURN,1,9,349.0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
DOG,BLACK,NEUTERED,NORMAL,STRAY,1,25,365.0,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
DOG,LIGHT/WARM,SPAYED,NORMAL,STRAY,1,19,1827.0,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
DOG,WHITE/PINK,SPAYED,NORMAL,STRAY,1,22,1699.0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
DOG,BROWN/TAN,SPAYED,NORMAL,STRAY,1,5,730.0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
DOG,WHITE/PINK,NEUTERED,NORMAL,OWNER SURRENDER,1,4,549.0,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
CAT,TORTIE,FEMALE,UNDER AGE/WEIGHT,STRAY,1,122,17.0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
CAT,TABBY,NEUTERED,NORMAL,STRAY,1,29,730.0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
CAT,BLACK,NEUTERED,NORMAL,STRAY,1,30,91.0,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
CAT,TABBY,SPAYED,ILL/INJURED MILD,STRAY,1,17,364.0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
CAT,TABBY,NEUTERED,UNDER AGE/WEIGHT,STRAY,1,47,0.0,0,0.8660254037844386,0.5000000000000001,0.0,1.0
CAT,LIGHT/WARM,NEUTERED,NORMAL,STRAY,1,4,61.0,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
CAT,GRAY/BLUE/SILVER,SPAYED,FERAL/FRACTIOUS,STRAY,1,248,61.0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
DOG,BROWN/TAN,NEUTERED,NORMAL,OWNER SURRENDER,1,34,366.0,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
DOG,BROWN/TAN,NEUTERED,NORMAL,OWNER SURRENDER,1,4,364.0,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
DOG,LIGHT/WARM,SPAYED,BEHAVIOR,OWNER SURRENDER,1,10,2298.0,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419
CAT,TABBY,NEUTERED,ILL/INJURED MILD,STRAY,1,53,122.0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
DOG,BROWN/TAN,NEUTERED,NORMAL,SEIZED/CONFISCATE,1,14,1096.0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
DOG,BROWN/TAN,NEUTERED,NORMAL,STRAY,1,21,1094.0,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
DOG,BLACK,NEUTERED,NORMAL,STRAY,1,15,730.0,0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419
DOG,BROWN/TAN,NEUTERED,NORMAL,STRAY,1,6,90.0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
DOG,MULTI-COLORED,SPAYED,NORMAL,STRAY,1,9,367.0,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146
RABBIT,LIGHT/WARM,SPAYED,NORMAL,STRAY,1,30,364.0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
CAT,GRAY/BLUE/SILVER,SPAYED,ILL/INJURED MODERATE,STRAY,1,177,730.0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336
CAT,TABBY,SPAYED,ILL/INJURED SEVERE,STRAY,1,48,46.0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
DOG,BLACK,NEUTERED,NORMAL,OWNER SURRENDER,1,2,212.0,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
BIRD,LIGHT/WARM,UNKNOWN,NORMAL,STRAY,1,3,375.0,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
DOG,GRAY/BLUE/SILVER,SPAYED,NORMAL,STRAY,1,8,181.0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
DOG,BROWN/TAN,NEUTERED,NORMAL,RETURN,1,485,547.0,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
RABBIT,BROWN/TAN,NEUTERED,NORMAL,OWNER SURRENDER,1,38,1647.0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
CAT,GRAY/BLUE/SILVER,NEUTERED,ILL/INJURED MODERATE,OWNER SURRENDER,1,25,275.0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
RABBIT,GRAY/BLUE/SILVER,SPAYED,NORMAL,OWNER SURRENDER,1,9,365.0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
CAT,CALICO,SPAYED,ILL/INJURED SEVERE,STRAY,1,44,61.0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
CAT,TABBY,FEMALE,NORMAL,STRAY,0,4,92.0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
CAT,TABBY,SPAYED,ILL/INJURED MODERATE,STRAY,1,99,365.0,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
