animal_type,primary_color,sex,intake_condition,intake_type,has_name,days_to_adoption,age_at_intake_days,intake_is_weekend,intake_month_sin,intake_month_cos,intake_dayofweek_sin,intake_dayofweek_cos
DOG,BLACK,SPAYED,ILL/INJURED MILD,STRAY,1,30,1461.0,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
DOG,MULTI-COLORED,SPAYED,OTHER,STRAY,1,99,731.0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
CAT,LIGHT/WARM,MALE,NORMAL,SEIZED/CONFISCATE,1,18,1096.0,0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419
DOG,BROWN/TAN,SPAYED,NORMAL,STRAY,1,47,3269.0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
RABBIT,WHITE/PINK,SPAYED,NORMAL,STRAY,1,55,,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
CAT,BROWN/TAN,SPAYED,ILL/INJURED MILD,STRAY,1,8,122.0,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419
CAT,TABBY,SPAYED,NORMAL,STRAY,1,24,122.0,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
CAT,TORTIE,FEMALE,NORMAL,STRAY,1,26,122.0,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
CAT,WHITE/PINK,MALE,NORMAL,STRAY,1,13,62.0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
DOG,BLACK,NEUTERED,NORMAL,STRAY,1,276,1095.0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
CAT,BLACK,NEUTERED,UNDER AGE/WEIGHT,STRAY,1,5,31.0,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
DOG,WHITE/PINK,SPAYED,NORMAL,STRAY,1,14,547.0,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
DOG,BLACK,NEUTERED,NORMAL,STRAY,1,25,1096.0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
CAT,BLACK,SPAYED,NORMAL,STRAY,1,10,106.0,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
CAT,TORTIE,SPAYED,NORMAL,STRAY,1,78,365.0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
CAT,GRAY/BLUE/SILVER,NEUTERED,ILL/INJURED MODERATE,STRAY,1,80,184.0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
CAT,TABBY,SPAYED,NORMAL,RETURN,1,19,747.0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336
DOG,WHITE/PINK,NEUTERED,NORMAL,STRAY,1,232,730.0,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
CAT,TABBY,NEUTERED,NORMAL,STRAY,1,22,365.0,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
CAT,BLACK,SPAYED,NORMAL,OWNER SURRENDER,1,62,2191.0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
DOG,BLACK,SPAYED,NORMAL,STRAY,1,7,365.0,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
CAT,TORTIE,FEMALE,ILL/INJURED MILD,STRAY,0,0,27.0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
CAT,LIGHT/WARM,MALE,ILL/INJURED MILD,STRAY,0,0,27.0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
CAT,LIGHT/WARM,FEMALE,ILL/INJURED MILD,STRAY,0,0,27.0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
DOG,BLACK,NEUTERED,NORMAL,STRAY,1,24,1458.0,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
DOG,BLACK,NEUTERED,NORMAL,STRAY,1,6,1826.0,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
DOG,MULTI-COLORED,SPAYED,NORMAL,STRAY,1,44,243.0,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
CAT,TABBY,NEUTERED,ILL/INJURED SEVERE,STRAY,1,63,365.0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
CAT,TABBY,NEUTERED,NORMAL,OWNER SURRENDER,1,36,1097.0,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419
DOG,GRAY/BLUE/SILVER,NEUTERED,NORMAL,STRAY,1,6,1826.0,1,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
CAT,TABBY,NEUTERED,NORMAL,OWNER SURRENDER,1,44,912.0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
DOG,BROWN/TAN,SPAYED,NORMAL,STRAY,1,83,730.0,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
DOG,BLACK,SPAYED,NORMAL,STRAY,1,48,272.0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
CAT,TABBY,SPAYED,NORMAL,STRAY,1,67,31.0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
CAT,CALICO,SPAYED,ILL/INJURED MODERATE,STRAY,1,19,123.0,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
CAT,CALICO,SPAYED,UNDER AGE/WEIGHT,STRAY,1,117,0.0,1,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
DOG,BLACK,SPAYED,NORMAL,STRAY,1,7,365.0,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146
CAT,GRAY/BLUE/SILVER,NEUTERED,UNDER AGE/WEIGHT,STRAY,1,3,46.0,1,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334
CAT,TABBY,SPAYED,UNDER AGE/WEIGHT,STRAY,1,44,31.0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
CAT,TABBY,MALE,UNDER AGE/WEIGHT,STRAY,1,50,31.0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
DOG,WHITE/PINK,SPAYED,ILL/INJURED SEVERE,STRAY,1,9,184.0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
DOG,BROWN/TAN,SPAYED,NORMAL,STRAY,1,13,730.0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
CAT,TABBY,NEUTERED,NORMAL,STRAY,1,78,26.0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
CAT,BLACK,NEUTERED,UNDER AGE/WEIGHT,STRAY,0,101,22.0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
CAT,TABBY,SPAYED,ILL/INJURED MILD,STRAY,1,14,184.0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
CAT,BLACK,NEUTERED,UNDER AGE/WEIGHT,STRAY,1,66,1.0,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336
DOG,BLACK,FEMALE,ILL/INJURED MODERATE,STRAY,1,12,731.0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
CAT,GRAY/BLUE/SILVER,FEMALE,NORMAL,STRAY,0,394,10.0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
CAT,WHITE/PINK,SPAYED,NORMAL,OWNER SURRENDER,1,90,365.0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
CAT,LIGHT/WARM,NEUTERED,ILL/INJURED SEVERE,STRAY,1,50,3653.0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
DOG,BROWN/TAN,MALE,NORMAL,STRAY,1,28,731.0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
CAT,TABBY,SPAYED,UNDER AGE/WEIGHT,STRAY,1,34,34.0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
CAT,TABBY,SPAYED,UNDER AGE/WEIGHT,STRAY,1,36,34.0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
CAT,TABBY,NEUTERED,UNDER AGE/WEIGHT,STRAY,1,78,22.0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
CAT,BLACK,NEUTERED,ILL/INJURED MILD,STRAY,1,71,122.0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
CAT,GRAY/BLUE/SILVER,NEUTERED,NORMAL,STRAY,1,13,90.0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
DOG,WHITE/PINK,SPAYED,ILL/INJURED MILD,STRAY,1,17,731.0,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
DOG,BROWN/TAN,FEMALE,OTHER,STRAY,1,30,3653.0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
CAT,BLACK,NEUTERED,NORMAL,STRAY,1,118,62.0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
CAT,BLACK,NEUTERED,NORMAL,STRAY,1,110,62.0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
DOG,LIGHT/WARM,SPAYED,NORMAL,STRAY,1,10,1096.0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
CAT,TABBY,SPAYED,NORMAL,STRAY,1,11,61.0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
CAT,CALICO,FEMALE,NORMAL,STRAY,1,13,91.0,1,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
CAT,WHITE/PINK,NEUTERED,ILL/INJURED SEVERE,STRAY,1,113,2153.0,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
DOG,BROWN/TAN,NEUTERED,NORMAL,SEIZED/CONFISCATE,1,19,121.0,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146
CAT,GRAY/BLUE/SILVER,FEMALE,NORMAL,STRAY,1,8,92.0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
DOG,BROWN/TAN,SPAYED,NORMAL,STRAY,1,7,730.0,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
CAT,GRAY/BLUE/SILVER,NEUTERED,UNDER AGE/WEIGHT,STRAY,1,19,48.0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
DOG,WHITE/PINK,SPAYED,NORMAL,OWNER SURRENDER,1,28,48.0,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
DOG,BLACK,SPAYED,NORMAL,OWNER SURRENDER,1,26,48.0,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
DOG,BROWN/TAN,SPAYED,NORMAL,OWNER SURRENDER,1,25,366.0,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
CAT,BLACK,FEMALE,NORMAL,STRAY,1,14,61.0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
CAT,BLACK,SPAYED,NORMAL,STRAY,1,16,1096.0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
DOG,BROWN/TAN,NEUTERED,NORMAL,RETURN,1,3,765.0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
CAT,LIGHT/WARM,NEUTERED,NORMAL,RETURN,1,3,378.0,0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419
DOG,GRAY/BLUE/SILVER,NEUTERED,NORMAL,STRAY,1,4,730.0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
CAT,TABBY,SPAYED,UNDER AGE/WEIGHT,STRAY,1,1,46.0,0,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191
CAT,TABBY,NEUTERED,NORMAL,STRAY,1,6,1825.0,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
CAT,CALICO,SPAYED,NORMAL,STRAY,1,41,42.0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
CAT,BLACK,NEUTERED,NORMAL,OWNER SURRENDER,1,12,748.0,1,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334
CAT,TABBY,SPAYED,ILL/INJURED MILD,STRAY,1,94,730.0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
CAT,BLACK,MALE,NORMAL,STRAY,1,31,34.0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
GUINEA PIG,WHITE/PINK,FEMALE,NORMAL,OWNER SURRENDER,1,6,66.0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
GUINEA PIG,BLACK,FEMALE,NORMAL,OWNER SURRENDER,1,6,66.0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
DOG,WHITE/PINK,NEUTERED,NORMAL,STRAY,1,6,366.0,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146
DOG,BLACK,SPAYED,NORMAL,OWNER SURRENDER,1,17,183.0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
CAT,TABBY,NEUTERED,ILL/INJURED MILD,STRAY,1,223,730.0,0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419
DOG,BROWN/TAN,NEUTERED,NORMAL,STRAY,1,19,1124.0,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
CAT,TABBY,SPAYED,NORMAL,STRAY,1,188,365.0,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
DOG,GRAY/BLUE/SILVER,SPAYED,NORMAL,STRAY,1,14,365.0,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
CAT,BLACK,MALE,ILL/INJURED MODERATE,STRAY,1,57,365.0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
DOG,BROWN/TAN,SPAYED,NORMAL,STRAY,1,7,365.0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
CAT,TABBY,SPAYED,ILL/INJURED MODERATE,STRAY,1,42,31.0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
CAT,TABBY,SPAYED,ILL/INJURED MODERATE,STRAY,1,43,31.0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
DOG,BROWN/TAN,NEUTERED,NORMAL,STRAY,1,8,,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
DOG,WHITE/PINK,NEUTERED,NORMAL,HOLDING,1,13,351.0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
CAT,POINT,SPAYED,NORMAL,OWNER SURRENDER,1,148,799.0,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
DOG,GRAY/BLUE/SILVER,NEUTERED,NORMAL,OWNER SURRENDER,1,196,1277.0,1,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
CAT,TABBY,MALE,UNDER AGE/WEIGHT,STRAY,1,39,20.0,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
CAT,TABBY,NEUTERED,NORMAL,RETURN,1,26,93.0,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
CAT,TABBY,NEUTERED,NORMAL,RETURN,1,14,93.0,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
DOG,GRAY/BLUE/SILVER,NEUTERED,OTHER,SEIZED/CONFISCATE,1,32,273.0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
CAT,BLACK,NEUTERED,OTHER,RETURN,1,13,96.0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
CAT,BLACK,SPAYED,OTHER,RETURN,1,13,96.0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
CAT,WHITE/PINK,NEUTERED,ILL/INJURED MILD,STRAY,1,2,55.0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
CAT,GRAY/BLUE/SILVER,SPAYED,ILL/INJURED MILD,STRAY,1,3,55.0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
CAT,GRAY/BLUE/SILVER,NEUTERED,ILL/INJURED MILD,STRAY,1,3,55.0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
DOG,BLACK,FEMALE,BEHAVIOR,OWNER SURRENDER,1,3,730.0,1,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334
CAT,GRAY/BLUE/SILVER,NEUTERED,NORMAL,OWNER SURRENDER,1,9,1826.0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
DOG,BLACK,NEUTERED,NORMAL,STRAY,1,17,1095.0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
CAT,TABBY,NEUTERED,UNDER AGE/WEIGHT,STRAY,1,17,55.0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
CAT,TABBY,SPAYED,UNDER AGE/WEIGHT,STRAY,1,29,53.0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
CAT,BLACK,NEUTERED,NORMAL,OWNER SURRENDER,1,132,366.0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
CAT,CALICO,SPAYED,NORMAL,OWNER SURRENDER,1,132,1461.0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
CAT,OTHER,NEUTERED,NORMAL,OWNER SURRENDER,1,57,731.0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
CAT,POINT,NEUTERED,NORMAL,OWNER SURRENDER,1,86,1461.0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
CAT,CALICO,SPAYED,UNDER AGE/WEIGHT,STRAY,1,11,61.0,1,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
CAT,GRAY/BLUE/SILVER,SPAYED,UNDER AGE/WEIGHT,STRAY,1,53,27.0,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
DOG,WHITE/PINK,NEUTERED,ILL/INJURED MILD,STRAY,1,102,272.0,1,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
CAT,BLACK,NEUTERED,NORMAL,STRAY,1,2,61.0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
RABBIT,BLACK,SPAYED,NORMAL,STRAY,1,13,718.0,0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419
DOG,BROWN/TAN,NEUTERED,OTHER,STRAY,1,12,731.0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
CAT,BROWN/TAN,SPAYED,UNDER AGE/WEIGHT,STRAY,1,121,35.0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
CAT,GRAY/BLUE/SILVER,SPAYED,NORMAL,RETURN,1,5,63.0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
DOG,BROWN/TAN,NEUTERED,NORMAL,STRAY,1,5,2191.0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336
DOG,MULTI-COLORED,NEUTERED,ILL/INJURED SEVERE,STRAY,1,9,1826.0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
CAT,GRAY/BLUE/SILVER,SPAYED,NORMAL,OWNER SURRENDER,1,7,1096.0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
CAT,LIGHT/WARM,NEUTERED,ILL/INJURED MILD,STRAY,1,27,53.0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
DOG,BLACK,SPAYED,NORMAL,STRAY,1,7,2557.0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
CAT,BLACK,NEUTERED,NORMAL,STRAY,1,19,182.0,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419
BIRD,BLACK,MALE,NORMAL,STRAY,1,11,,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
CAT,BLACK,SPAYED,NORMAL,STRAY,1,8,152.0,0,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191
DOG,BLACK,SPAYED,OTHER,SEIZED/CONFISCATE,1,23,243.0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
CAT,TABBY,NEUTERED,UNDER AGE/WEIGHT,STRAY,1,12,60.0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
CAT,TABBY,NEUTERED,OTHER,STRAY,1,58,46.0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
CAT,TABBY,SPAYED,OTHER,STRAY,1,58,46.0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
CAT,OTHER,SPAYED,NORMAL,STRAY,1,8,364.0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
CAT,GRAY/BLUE/SILVER,SPAYED,UNDER AGE/WEIGHT,STRAY,1,6,23.0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
CAT,TABBY,NEUTERED,NORMAL,STRAY,1,9,92.0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
DOG,BROWN/TAN,NEUTERED,NORMAL,STRAY,1,6,729.0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
CAT,CALICO,SPAYED,NORMAL,STRAY,1,5,122.0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
DOG,BLACK,NEUTERED,OTHER,STRAY,1,8,1461.0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
DOG,MULTI-COLORED,NEUTERED,NORMAL,STRAY,1,24,2191.0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
DOG,BROWN/TAN,SPAYED,ILL/INJURED SEVERE,STRAY,1,10,62.0,0,-1.0,-1.8369701987210297e-16,0.0,1.0
CAT,CALICO,SPAYED,NORMAL,STRAY,1,71,1096.0,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
DOG,WHITE/PINK,NEUTERED,ILL/INJURED MILD,STRAY,1,121,306.0,0,0.8660254037844386,0.5000000000000001,0.0,1.0
DOG,BROWN/TAN,NEUTERED,ILL/INJURED MILD,STRAY,1,34,306.0,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
DOG,BROWN/TAN,NEUTERED,ILL/INJURED MILD,STRAY,1,18,731.0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
CAT,GRAY/BLUE/SILVER,NEUTERED,ILL/INJURED SEVERE,STRAY,1,27,49.0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
BIRD,BROWN/TAN,FEMALE,NORMAL,STRAY,0,5,,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
BIRD,BLACK,FEMALE,NORMAL,STRAY,0,5,,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
CAT,TABBY,FEMALE,NORMAL,STRAY,0,23,61.0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
DOG,BLACK,SPAYED,NORMAL,STRAY,1,158,273.0,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
DOG,BLACK,NEUTERED,NORMAL,STRAY,1,13,1095.0,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
CAT,BLACK,SPAYED,NORMAL,STRAY,1,42,212.0,0,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191
DOG,WHITE/PINK,NEUTERED,NORMAL,STRAY,1,55,2922.0,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
CAT,TABBY,MALE,NORMAL,STRAY,0,9,107.0,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
DOG,BROWN/TAN,NEUTERED,ILL/INJURED MILD,STRAY,1,55,1095.0,0,-1.0,-1.8369701987210297e-16,0.0,1.0
CAT,TABBY,FEMALE,NORMAL,STRAY,0,14,107.0,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
DOG,BROWN/TAN,SPAYED,NORMAL,STRAY,1,14,731.0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
CAT,TABBY,NEUTERED,ILL/INJURED MILD,STRAY,1,17,61.0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
CAT,CALICO,FEMALE,NORMAL,STRAY,1,25,91.0,1,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
DOG,BROWN/TAN,NEUTERED,ILL/INJURED MILD,STRAY,1,5,1461.0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
CAT,TABBY,FEMALE,NORMAL,STRAY,1,6,91.0,0,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191
CAT,TABBY,NEUTERED,UNDER AGE/WEIGHT,STRAY,1,28,27.0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
CAT,TABBY,SPAYED,NORMAL,STRAY,1,6,91.0,0,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191
CAT,TABBY,FEMALE,NORMAL,STRAY,1,6,91.0,0,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191
CAT,BLACK,NEUTERED,NORMAL,OWNER SURRENDER,1,249,177.0,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146
DOG,GRAY/BLUE/SILVER,SPAYED,NORMAL,STRAY,1,17,731.0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
CAT,BLACK,NEUTERED,NORMAL,STRAY,1,20,122.0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
DOG,BROWN/TAN,NEUTERED,NORMAL,STRAY,1,97,1096.0,0,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191
CAT,TABBY,MALE,UNDER AGE/WEIGHT,STRAY,1,26,61.0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
CAT,CALICO,SPAYED,UNDER AGE/WEIGHT,STRAY,1,3,61.0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
DOG,WHITE/PINK,NEUTERED,OTHER,STRAY,1,15,1096.0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
